1,0.37
1,0.33
1,0.47
1,0.46
1,0.54
1,0.43
1,0.59
1,0.58
1,0.57
1,0.49
1,0.48
1,0.54
1,0.55
1,0.52
1,0.56
1,0.71
2,0.36
2,0.32
2,0.37
2,0.41
2,0.42
2,0.4
2,0.4
2,0.42
2,0.42
2,0.36
2,0.31
2,0.47
2,0.5
2,0.46
2,0.49
2,0.46
2,0.61
3,0.39
3,0.27
3,0.29
3,0.31
3,0.32
3,0.33
3,0.36
3,0.33
3,0.36
3,0.31
3,0.33
3,0.3
3,0.35
3,0.34
3,0.37
3,0.39
3,0.45
4,0.34
4,0.24
4,0.3
4,0.27
4,0.26
4,0.26
4,0.29
4,0.28
4,0.29
4,0.25
4,0.31
4,0.26
4,0.29
4,0.34
4,0.32
4,0.31
4,0.39
5,0.27
5,0.27
5,0.29
5,0.27
5,0.25
5,0.24
5,0.28
5,0.27
5,0.26
5,0.26
5,0.28
5,0.27
5,0.28
5,0.28
5,0.23
5,0.24
5,0.3
5,0.36
6,0.32
6,0.27
6,0.3
6,0.29
6,0.29
6,0.28
6,0.32
6,0.28
6,0.3
6,0.28
6,0.29
6,0.28
6,0.32
6,0.29
6,0.29
6,0.31
6,0.31
6,0.34
7,0.35
7,0.3
7,0.28
7,0.26
7,0.28
7,0.25
7,0.25
7,0.27
7,0.25
7,0.24
7,0.24
7,0.25
7,0.29
7,0.25
7,0.29
7,0.31
7,0.35
8,0.31
8,0.23
8,0.22
8,0.22
8,0.22
8,0.21
8,0.2
8,0.24
8,0.22
8,0.23
8,0.26
8,0.22
8,0.26
8,0.21
8,0.23
8,0.24
8,0.27
9,0.29
9,0.31
9,0.36
9,0.3
9,0.25
9,0.26
9,0.28
9,0.25
9,0.26
9,0.27
9,0.27
9,0.29
9,0.3
9,0.26
9,0.28
9,0.27
9,0.31
10,0.29
10,0.26
10,0.28
10,0.24
10,0.24
10,0.3
10,0.27
10,0.23
10,0.27
10,0.27
10,0.25
10,0.24
10,0.25
10,0.23
10,0.26
10,0.26
10,0.25
10,0.24
10,0.32
11,0.25
11,0.21
11,0.25
11,0.24
11,0.25
11,0.25
11,0.24
11,0.24
11,0.26
11,0.25
11,0.23
11,0.23
11,0.25
11,0.26
11,0.25
11,0.24
11,0.19
11,0.19
11,0.26
11,0.25
11,0.25
11,0.3
11,0.25
11,0.21
11,0.21
11,0.22
11,0.19
11,0.19
11,0.19
11,0.17
11,0.23
12,0.23
12,0.19
12,0.17
12,0.19
12,0.19
12,0.19
12,0.17
12,0.17
12,0.18
12,0.19
12,0.18
12,0.2
12,0.15
12,0.19
12,0.18
12,0.19
12,0.17
12,0.18
12,0.18
12,0.17
12,0.18
12,0.22
13,0.25
13,0.18
13,0.18
13,0.2
13,0.18
13,0.19
13,0.2
13,0.17
13,0.19
13,0.2
13,0.18
13,0.18
13,0.2
13,0.2
13,0.21
13,0.22
13,0.2
13,0.18
13,0.23
13,0.23
13,0.22
13,0.22
13,0.25
13,0.21
13,0.28
13,0.2
13,0.2
13,0.18
13,0.18
13,0.2
14,0.19
14,0.2
14,0.18
14,0.17
14,0.17
14,0.17
14,0.19
14,0.17
14,0.19
14,0.21
14,0.2
14,0.2
14,0.17
14,0.19
14,0.19
14,0.17
14,0.18
14,0.18
14,0.19
14,0.18
14,0.21
15,0.22
15,0.15
15,0.18
15,0.14
15,0.22
15,0.23
15,0.25
15,0.23
15,0.22
15,0.2
15,0.22
15,0.2
15,0.23
15,0.22
15,0.23
15,0.28
16,0.25
16,0.24
16,0.24
16,0.22
16,0.25
16,0.23
16,0.21
16,0.23
16,0.24
16,0.22
16,0.24
16,0.23
16,0.22
16,0.23
16,0.24
16,0.2
16,0.25
17,0.24
17,0.2
17,0.19
17,0.19
17,0.2
17,0.19
17,0.19
17,0.2
17,0.22
17,0.2
17,0.21
17,0.19
17,0.19
17,0.17
17,0.18
17,0.19
